"County","County Number","Legislative District","Precinct Number","Polling Location","Address","City","State","Zip Code","Polling Hours","County Auditor Phone"
"Cass","09","45","04","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 7:00AM-7:00PM CT","(701) 241-5602 Ext. "
"Cass","09","45","04","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5602 Ext. "
"Cass","09","46","01","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 7:00AM-7:00PM CT","(701) 241-5602 Ext. "
"Cass","09","46","01","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5602 Ext. "
"Cass","09","46","02","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 7:00AM-7:00PM CT","(701) 241-5602 Ext. "
"Cass","09","46","02","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5602 Ext. "
"Cass","09","46","03","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 9:00AM-7:00PM CT, 7:00AM-7:00PM CT","(701) 241-5602 Ext. "
"Cass","09","46","03","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5602 Ext. "
"Dickey","11","28","01","Oakes Armory","124 5th St S","Oakes","ND","58474"," 8:00AM-7:00PM","(701) 349-8303 Ext. "
"Divide","12","02","01","Divide County Courthouse","200 N Main ST","Crosby","ND","58730"," 9:00AM-7:00PM","(701) 965-6351 Ext. "
"Divide","12","02","02","Divide County Courthouse","200 N Main ST","Crosby","ND","58730"," 9:00AM-7:00PM","(701) 965-6351 Ext. "
"Divide","12","02","03","Divide County Courthouse","200 N Main ST","Crosby","ND","58730"," 9:00AM-7:00PM","(701) 965-6351 Ext. "
"Divide","12","02","04","Divide County Courthouse","200 N Main ST","Crosby","ND","58730"," 9:00AM-7:00PM","(701) 965-6351 Ext. "
"Dunn","13","04","01","Dunn County Courthouse","205 Owens Street","Manning","ND","58642"," 7:00AM-7:00PM","(701) 573-4448 Ext. "
"Dunn","13","04","01","Halliday City Hall ","131 Main St. East","Halliday","ND","58636","","(701) 573-4448 Ext. "
"Foster","16","29","01","Carrington Library","87 8th Ave N","Carrington","No","58421"," 7:00AM-7:00PM","(701) 652-2441 Ext. "
"Golden Valley","17","39","01","Beach Community Center","153 Main St.","Beach","ND","58621"," 7:00AM-7:00PM","(701) 872-4331 Ext. "
"Grand Forks","18","17","01","Alerus Center Voting Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","17","02","Alerus Center Voting Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","17","03","Alerus Center Voting Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","17","04","Alerus Center Voting Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","17","04","ICON Arena/Park Dist Offices Voting Center","1060 47th Ave S","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","18","07","Alerus Center Voting Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","18","08","Alerus Center Voting Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grand Forks","18","18","09","Alerus Center Voting Center","1200 42nd Street South","Grand Forks","ND","58201"," 7:00AM-7:00PM","(701) 780-8200 Ext. "
"Grant","19","31","01","Elgin Community Center","305 Main Street North","Elgin","ND","58533"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Grant","19","31","01","Grant County Courthouse","106 2nd AVE NE","Carson","ND","58529"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Grant","19","31","02","Elgin Community Center","305 Main Street North","Elgin","ND","58533"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Grant","19","31","02","Grant County Courthouse","106 2nd AVE NE","Carson","ND","58529"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Grant","19","31","03","Elgin Community Center","305 Main Street North","Elgin","ND","58533"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Grant","19","31","03","Grant County Courthouse","106 2nd AVE NE","Carson","ND","58529"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Grant","19","31","04","Elgin Community Center","305 Main Street North","Elgin","ND","58533"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Grant","19","31","04","Grant County Courthouse","106 2nd AVE NE","Carson","ND","58529"," 7:00AM-7:00PM","(701) 622-3275 Ext. "
"Hettinger","21","31","01","Enchanted Castle","607 Main Ave S","Regent","ND","58650"," 9:00AM-7:00PM MT","(701) 824-2515 Ext. "
"Kidder","22","14","01","Pifer's Auction & Realty Building","510 7th St NW","Steele","ND","58482"," 7:00AM-7:00PM","(701) 475-4547 Ext. "
"Kidder","22","14","02","Pifer's Auction & Realty Building","510 7th St NW","Steele","ND","58482"," 7:00AM-7:00PM","(701) 475-4547 Ext. "
"Kidder","22","14","03","Pifer's Auction & Realty Building","510 7th St NW","Steele","ND","58482"," 7:00AM-7:00PM","(701) 475-4547 Ext. "
"Kidder","22","14","04","Pifer's Auction & Realty Building","510 7th St NW","Steele","ND","58482"," 7:00AM-7:00PM","(701) 475-4547 Ext. "
"Kidder","22","14","05","Pifer's Auction & Realty Building","510 7th St NW","Steele","ND","58482"," 7:00AM-7:00PM","(701) 475-4547 Ext. "
"Kidder","22","14","06","Pifer's Auction & Realty Building","510 7th St NW","Steele","ND","58482"," 7:00AM-7:00PM","(701) 475-4547 Ext. "
"LaMoure","23","28","04","Edgeley National Guard Armory","508 1st Ave W","Edgeley ","ND","58433"," 8:00AM-7:00PM","(701) 883-6040 Ext. "
"Logan","24","28","01","Logan County Courthouse","301 Broadway","Napoleon","ND","58561"," 9:00AM-7:00PM","(701) 754-2425 Ext. "
"Logan","24","28","02","Logan County Courthouse","301 Broadway","Napoleon","ND","58561"," 9:00AM-7:00PM","(701) 754-2425 Ext. "
"Logan","24","28","03","Logan County Courthouse","301 Broadway","Napoleon","ND","58561"," 9:00AM-7:00PM","(701) 754-2425 Ext. "
"Logan","24","28","04","Logan County Courthouse","301 Broadway","Napoleon","ND","58561"," 9:00AM-7:00PM","(701) 754-2425 Ext. "
"Logan","24","28","05","Logan County Courthouse","301 Broadway","Napoleon","ND","58561"," 9:00AM-7:00PM","(701) 754-2425 Ext. "
"McIntosh","26","28","01","McIntosh County Courthouse","112 1st St NE","Ashley","ND","58413"," 9:00AM-7:00PM","(701) 288-5141 Ext. "
"McIntosh","26","28","01","National Guard Armory","1210 1st Ave S","Wishek","ND","58495"," 9:00AM-7:00PM","(701) 288-5141 Ext. "
"McIntosh","26","28","02","McIntosh County Courthouse","112 1st St NE","Ashley","ND","58413"," 9:00AM-7:00PM","(701) 288-5141 Ext. "
"McIntosh","26","28","02","National Guard Armory","1210 1st Ave S","Wishek","ND","58495"," 9:00AM-7:00PM","(701) 288-5141 Ext. "
"McIntosh","26","28","03","McIntosh County Courthouse","112 1st St NE","Ashley","ND","58413"," 9:00AM-7:00PM","(701) 288-5141 Ext. "
"McIntosh","26","28","03","National Guard Armory","1210 1st Ave S","Wishek","ND","58495"," 9:00AM-7:00PM","(701) 288-5141 Ext. "
"McIntosh","26","28","04","McIntosh County Courthouse","112 1st St NE","Ashley","ND","58413"," 9:00AM-7:00PM","(701) 288-5141 Ext. "
"McIntosh","26","28","04","National Guard Armory","1210 1st Ave S","Wishek","ND","58495"," 9:00AM-7:00PM","(701) 288-5141 Ext. "
"McIntosh","26","28","05","McIntosh County Courthouse","112 1st St NE","Ashley","ND","58413"," 9:00AM-7:00PM","(701) 288-5141 Ext. "
"McIntosh","26","28","05","National Guard Armory","1210 1st Ave S","Wishek","ND","58495"," 9:00AM-7:00PM","(701) 288-5141 Ext. "
"McIntosh","26","28","06","McIntosh County Courthouse","112 1st St NE","Ashley","ND","58413"," 9:00AM-7:00PM","(701) 288-5141 Ext. "
"McIntosh","26","28","06","National Guard Armory","1210 1st Ave S","Wishek","ND","58495"," 9:00AM-7:00PM","(701) 288-5141 Ext. "
"McKenzie","27","04","01","Cartwright Hall","213 Main St","Cartwright","ND","58838"," 9:00AM-7:00PM CT","(701) 444-3616 Ext. 3"
"McKenzie","27","04","01","Mandaree Community Center","212 Ridge Road","Mandaree","ND","58757"," 9:00AM-7:00PM CT","(701) 444-3616 Ext. 3"
"McKenzie","27","04","01","Watford City City Hall","213 2nd ST NE","Watford City","ND","58854"," 9:00AM-7:00PM CT","(701) 444-3616 Ext. 3"
"McKenzie","27","04","02","Cartwright Hall","213 Main St","Cartwright","ND","58838"," 9:00AM-7:00PM CT","(701) 444-3616 Ext. 3"
"McKenzie","27","04","02","Mandaree Community Center","212 Ridge Road","Mandaree","ND","58757"," 9:00AM-7:00PM CT","(701) 444-3616 Ext. 3"
"McKenzie","27","04","02","Watford City City Hall","213 2nd ST NE","Watford City","ND","58854"," 9:00AM-7:00PM CT","(701) 444-3616 Ext. 3"
"McLean","28","04","02","Garrison City Auditorium (Vote Center)","15 Main St South","Garrison","ND","58540"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","04","02","Ralph Wells Community Center","1104 Warrior St","White Shield","ND","58540"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","04","02","Washburn Memorial Building (Vote Center)","805 Main Avenue","Washburn","ND","58577"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","08","01","Garrison City Auditorium (Vote Center)","15 Main St South","Garrison","ND","58540"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","08","01","Washburn Memorial Building (Vote Center)","805 Main Avenue","Washburn","ND","58577"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"Morton","30","31","05","Eagles Club","1400 Collins Ave","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","31","17","Engage Church ","4209 Old Red Trail","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","31","18","Midway Lanes","3327 Memorial Hwy","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","31","20","Capital Credit Union (fka: Flasher Credit Union)","105 Main St N","Flasher","ND","58535"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","31","23","St. Anthony Hall","2332 Co Rd 136","Saint Anthony","ND","58566"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","31","24","Mandan Airport","4490 Hwy 6","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","33","32","Engage Church ","4209 Old Red Trail","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","01","Redeemer Lutheran Church","904 8th Ave SE","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","02","Midway Lanes","3327 Memorial Hwy","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","03","Eagles Club","1400 Collins Ave","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","04","Eagles Club","1400 Collins Ave","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","06","First Lutheran Church","408 9th St NW","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","08","Redeemer Lutheran Church","904 8th Ave SE","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","36","36","Glen Ullin Municipal Building","119 Main St S","Glen Ullin","ND","58631"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","36","38","Hebron Community Center","600 Washington Ave","Hebron","ND","58638"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Mountrail","31","02","01","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 7:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","01","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 7:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","06","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 7:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","06","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 7:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","06","White Earth City Hall","23 Hill St","White Earth","ND","58794"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","02","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 7:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","02","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 7:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","03","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 7:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","03","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 7:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","03","Parshall American Legion Building","16 Main St N","Parshall","ND","58770"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","04","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 7:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","04","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 7:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","04","Palermo City Hall","249 Broadway St","Palermo","ND","58769"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","05","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 7:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","05","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 7:00AM-7:00PM","(701) 628-2145 Ext. "
"Oliver","33","33","01","Oliver County Courthouse","115 West Main","Center","ND","58530"," 8:00AM-7:00PM","(701) 794-8721 Ext. "
"Pierce","35","14","01","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext. 2000"
"Pierce","35","14","02","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext. 2000"
"Pierce","35","14","03","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext. 2000"
"Pierce","35","14","04","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext. 2000"
"Pierce","35","14","05","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext. 2000"
"Pierce","35","14","06","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext. 2000"
"Pierce","35","14","07","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext. 2000"
"Pierce","35","14","08","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:00AM-7:00PM","(701) 776-5225 Ext. 2000"
"Ramsey","36","15","01","Memorial Building ","524 4th Ave NE","Devils Lake","ND","58301"," 8:00AM-7:00PM","(701) 662-7025 Ext. "
"Ramsey","36","15","02","Memorial Building ","524 4th Ave NE","Devils Lake","ND","58301"," 8:00AM-7:00PM","(701) 662-7025 Ext. "
"Ramsey","36","15","03","Memorial Building ","524 4th Ave NE","Devils Lake","ND","58301"," 8:00AM-7:00PM","(701) 662-7025 Ext. "
"Ramsey","36","15","04","Memorial Building ","524 4th Ave NE","Devils Lake","ND","58301"," 8:00AM-7:00PM","(701) 662-7025 Ext. "
"Ransom","37","24","01","EXPO","612 7th Ave W","Lisbon","ND","58054"," 9:00AM-7:00PM","(701) 683-6113 Ext. "
"Renville","38","06","01","Renville County Courthouse","205 Main St E","Mohall","ND","58761"," 8:00AM-7:00PM","(701) 756-6301 Ext. "
"Renville","38","06","02","Renville County Courthouse","205 Main St E","Mohall","ND","58761"," 8:00AM-7:00PM","(701) 756-6301 Ext. "
"Renville","38","06","03","Renville County Courthouse","205 Main St E","Mohall","ND","58761"," 8:00AM-7:00PM","(701) 756-6301 Ext. "
"Renville","38","06","04","Renville County Courthouse","205 Main St E","Mohall","ND","58761"," 8:00AM-7:00PM","(701) 756-6301 Ext. "
"Renville","38","06","05","Renville County Courthouse","205 Main St E","Mohall","ND","58761"," 8:00AM-7:00PM","(701) 756-6301 Ext. "
"Richland","39","25","37","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","37","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","37","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","39","Abercrombie Community Hall","516 Broadway","Abercrombie","ND","58001"," 9:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","39","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","39","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","39","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","41","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","41","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","41","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","46","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","46","Fairmount Community Center","113 Main Ave","Fairmount","ND","58030"," 9:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","46","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","46","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","48","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","48","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","48","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","49","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","49","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","49","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","51","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","51","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","51","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","52","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","52","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","52","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","53","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","53","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","53","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","54","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","54","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","54","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Rolette","40","09","01","Derrick Dixon Event Center","1210 William Hardesty Street","Belcourt","ND","58316"," 8:00AM-7:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","01","Dunseith City Hall","101 Peace Garden Ave","Dunseith","ND","58329"," 9:00AM-7:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","01","Rolla City Hall","14 1st ST SE","Rolla","ND","58367"," 8:00AM-7:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","01","St John Senior Center","200 Foussard Ave SW","St John","ND","58369"," 10:00AM-4:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","01","WWI Memorial Building","503 2nd Ave ","Rolette","ND","58366"," 10:00AM-6:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","02","Derrick Dixon Event Center","1210 William Hardesty Street","Belcourt","ND","58316"," 8:00AM-7:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","02","Dunseith City Hall","101 Peace Garden Ave","Dunseith","ND","58329"," 9:00AM-7:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","02","Rolla City Hall","14 1st ST SE","Rolla","ND","58367"," 8:00AM-7:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","02","St John Senior Center","200 Foussard Ave SW","St John","ND","58369"," 10:00AM-4:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","02","WWI Memorial Building","503 2nd Ave ","Rolette","ND","58366"," 10:00AM-6:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","03","Derrick Dixon Event Center","1210 William Hardesty Street","Belcourt","ND","58316"," 8:00AM-7:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","03","Dunseith City Hall","101 Peace Garden Ave","Dunseith","ND","58329"," 9:00AM-7:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","03","Rolla City Hall","14 1st ST SE","Rolla","ND","58367"," 8:00AM-7:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","03","St John Senior Center","200 Foussard Ave SW","St John","ND","58369"," 10:00AM-4:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","03","WWI Memorial Building","503 2nd Ave ","Rolette","ND","58366"," 10:00AM-6:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","04","Derrick Dixon Event Center","1210 William Hardesty Street","Belcourt","ND","58316"," 8:00AM-7:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","04","Dunseith City Hall","101 Peace Garden Ave","Dunseith","ND","58329"," 9:00AM-7:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","04","Rolla City Hall","14 1st ST SE","Rolla","ND","58367"," 8:00AM-7:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","04","St John Senior Center","200 Foussard Ave SW","St John","ND","58369"," 10:00AM-4:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","04","WWI Memorial Building","503 2nd Ave ","Rolette","ND","58366"," 10:00AM-6:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","05","Derrick Dixon Event Center","1210 William Hardesty Street","Belcourt","ND","58316"," 8:00AM-7:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","05","Dunseith City Hall","101 Peace Garden Ave","Dunseith","ND","58329"," 9:00AM-7:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","05","Rolla City Hall","14 1st ST SE","Rolla","ND","58367"," 8:00AM-7:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","05","St John Senior Center","200 Foussard Ave SW","St John","ND","58369"," 10:00AM-4:00PM CT","(701) 477-5665 Ext. 101"
"Rolette","40","09","05","WWI Memorial Building","503 2nd Ave ","Rolette","ND","58366"," 10:00AM-6:00PM CT","(701) 477-5665 Ext. 101"
"Sheridan","42","14","01","McClusky City Hall","117 B Ave East","McClusky","ND","58463"," 8:00AM-7:00PM","(701) 363-2205 Ext. "
"Sioux","43","31","01","Sioux County Courthouse","303 2nd Ave","Fort Yates ","ND","58538"," 9:00AM-7:00PM","(701) 854-3481 Ext. "
"Sioux","43","31","02","Sioux County Courthouse","303 2nd Ave","Fort Yates ","ND","58538"," 9:00AM-7:00PM","(701) 854-3481 Ext. "
"Sioux","43","31","03","Sioux County Courthouse","303 2nd Ave","Fort Yates ","ND","58538"," 9:00AM-7:00PM","(701) 854-3481 Ext. "
"Slope","44","39","01","Pierce Congregational Church","13001 73rd St SW","Scranton","ND","58653"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
